subject,author,like,link,genre,rating,subscribe,episode,upload,present,avg_like
รักนี้สะอาดเนี้ยบ,แอ็งโก้,269228.0,https://www.webtoons.com/th/romance/clean-up/list?title_no=2054,โรแมนซ์,9.39,105000.0,30.0,จบแล้ว,จบแล้ว,8974.27
ฟา องครักษ์หญิงจำเป็น,lonely cat,2400000.0,https://www.webtoons.com/th/romantic-fantasy/prince-ledass-knight/list?title_no=1336,โรแมนซ์แฟนตาซี,9.88,812500.0,4.0,จบแล้ว,จบแล้ว,600000.0
ID ของฉันคือดอกไม้พลาสติก,คีแมงกิ,2200000.0,https://www.webtoons.com/th/romance/gangnam-beauty/list?title_no=792,โรแมนซ์,9.85,1000000.0,9.0,จบแล้ว,จบแล้ว,244444.44
โอ้! จูเยซู,อาฮยอน,1200000.0,https://www.webtoons.com/th/romance/oh-jesus/list?title_no=725,โรแมนซ์,9.8,581100.0,142.0,จบแล้ว,จบแล้ว,8450.7
Love Attack ปฏิบัติการรักรุ่นพี่,NAN,508022.0,https://www.webtoons.com/th/bl-gl/love-attack/list?title_no=1511,วาย,9.77,333400.0,1.0,จบแล้ว,จบแล้ว,508022.0
ร้านดอกไม้ต้องห้ามของเวนดี้,Bize / sizh,1200000.0,https://www.webtoons.com/th/romantic-fantasy/wendy/list?title_no=1542,โรแมนซ์แฟนตาซี,9.82,459100.0,8.0,จบแล้ว,จบแล้ว,150000.0
จูบรักปลดล็อก,ลีฮเย,1300000.0,https://www.webtoons.com/th/romance/love-dog/list?title_no=1173,โรแมนซ์,9.87,505800.0,10.0,จบแล้ว,จบแล้ว,130000.0
ฮาเร็มแฝดสี่ล้อมหัวใจเธอ,โซอิ,413288.0,https://www.webtoons.com/th/romance/love-quadruple/list?title_no=1014,โรแมนซ์,9.65,329700.0,52.0,จบแล้ว,จบแล้ว,7947.85
โอปป้าของฉันคือไอดอล​,ซองอึน,1200000.0,https://www.webtoons.com/th/romance/idol/list?title_no=1179,โรแมนซ์,9.79,593600.0,7.0,จบแล้ว,จบแล้ว,171428.57
ครัวง่ายๆ สไตล์เด็กหอ,ซิบบิล,2900000.0,https://www.webtoons.com/th/slice-of-life/lazy-cooking/list?title_no=646,ชีวิตประจำวัน,9.82,1300000.0,3.0,จบแล้ว,จบแล้ว,966666.67
Touched Love สัมผัสรักล้นใจ,PuGun25,475092.0,https://www.webtoons.com/th/romance/touched-love/list?title_no=1505,โรแมนซ์,9.78,257899.99999999997,5.0,จบแล้ว,จบแล้ว,95018.4
แอนตี้แฟนกับนายท็อปสตาร์จอมเฟค,Jaerim,869697.0,https://www.webtoons.com/th/romance/anti-fan/list?title_no=1600,โรแมนซ์,9.72,429400.0,7.0,จบแล้ว,จบแล้ว,124242.43
Spirit Fingers,ฮันคยองชัล,1500000.0,https://www.webtoons.com/th/drama/spirit-fingers/list?title_no=1044,ดราม่า,9.93,313300.0,168.0,จบแล้ว,จบแล้ว,8928.57
Sweet EscapE,kiyoshin_,1000000.0,https://www.webtoons.com/th/romance/sweet-escape/list?title_no=1167,โรแมนซ์,9.82,512900.0,139.0,จบแล้ว,จบแล้ว,7194.24
จดหมายของยอน,โจฮยอนอา,80752.0,https://www.webtoons.com/th/drama/yeons-letter/list?title_no=1459,ดราม่า,9.89,93600.0,10.0,จบแล้ว,จบแล้ว,8075.2
Seventeen,PlayList,55286.0,https://www.webtoons.com/th/romance/seventeen/list?title_no=1077,โรแมนซ์,8.64,123300.0,8.0,จบแล้ว,จบแล้ว,6910.75
Superstar,คิมแจฮัน,570625.0,https://www.webtoons.com/th/drama/superstar/list?title_no=1042,ดราม่า,9.71,282500.0,97.0,จบแล้ว,จบแล้ว,5882.73
เพื่อนร่วมบ้าน ล่องหน,จองซอ,545552.0,https://www.webtoons.com/th/romance/my-ghost-roomie/list?title_no=704,โรแมนซ์,9.79,480100.0,5.0,จบแล้ว,จบแล้ว,109110.4
Listen to me ,แมวอ้วนถลาลม,458884.0,https://www.webtoons.com/th/heartwarming/listen-to-me/list?title_no=1594,อบอุ่นหัวใจ,9.75,252900.0,5.0,จบแล้ว,จบแล้ว,91776.8
Siren's Lament,instantmiso,907541.0,https://www.webtoons.com/th/romance/sirens-lament/list?title_no=724,โรแมนซ์,9.76,531500.0,195.0,จบแล้ว,จบแล้ว,4654.06
Perfect Honeymoon,east wind / jeong min. P,196694.0,https://www.webtoons.com/th/romance/perfect-honeymoon/list?title_no=1166,โรแมนซ์,9.82,159300.0,27.0,จบแล้ว,จบแล้ว,7284.96
เมื่อฉันหลงเข้าไปอยู่ในยุคสามก๊ก,"B. DALGUNG / อียูจอง, ซาบังพัทปัง",210017.0,https://www.webtoons.com/th/fantasy/yubi/list?title_no=1650,แฟนตาซี,8.55,151400.0,6.0,จบแล้ว,จบแล้ว,35002.83
แผนการรักของยัยมารร้าย,Hatorik,399731.0,https://www.webtoons.com/th/romance/love-mission/list?title_no=1801,โรแมนซ์,9.41,238100.0,6.0,จบแล้ว,จบแล้ว,66621.83
คู่จิ้นวายเจ้าชายวัยซ่า,แจอา / ซีอา,650673.0,https://www.webtoons.com/th/romance/princes-prince/list?title_no=580,โรแมนซ์,9.7,368000.0,89.0,จบแล้ว,จบแล้ว,7310.93
โอปป้า โชซอนสไตล์,Dororong,141425.0,https://www.webtoons.com/th/drama/got-boys/list?title_no=1748,ดราม่า,9.56,80600.0,55.0,จบแล้ว,จบแล้ว,2571.36
โอฮาโย ยูซัง!,Yong Swen,195537.0,https://www.webtoons.com/th/slice-of-life/ohayo-yu-san/list?title_no=736,ชีวิตประจำวัน,9.78,220400.0,24.0,จบแล้ว,จบแล้ว,8147.38
ทางของฉัน ฝันของเธอ,ส้มฉุน,666655.0,https://www.webtoons.com/th/drama/my-way-your-dream/list?title_no=1387,ดราม่า,9.64,260100.00000000003,77.0,จบแล้ว,จบแล้ว,8657.86
365 days limited lover,lonely cat,1300000.0,https://www.webtoons.com/th/romance/365-days-limited-lover/list?title_no=705,โรแมนซ์,9.91,808700.0,2.0,จบแล้ว,จบแล้ว,650000.0
Honey Honey Wedding,มุนนายอง,1700000.0,https://www.webtoons.com/th/romance/honey-honey-wedding/list?title_no=1308,โรแมนซ์,9.81,725200.0,8.0,จบแล้ว,จบแล้ว,212500.0
Sketched Love วาดรักละลายใจ,PuGun25,181250.0,https://www.webtoons.com/th/romance/sketched-love/list?title_no=2013,โรแมนซ์,9.6,107200.0,4.0,จบแล้ว,จบแล้ว,45312.5
ผู้พิทักษ์,คิมแทคยอง,644599.0,https://www.webtoons.com/th/drama/my-bodyguard/list?title_no=1094,ดราม่า,9.7,191400.0,177.0,จบแล้ว,จบแล้ว,3641.8
รวมเรื่องสั้นจากประตูสู่ดาว 2017,Various Artists,347750.0,https://www.webtoons.com/th/drama/trainingcamp/list?title_no=1045,ดราม่า,9.9,190500.0,30.0,จบแล้ว,จบแล้ว,11591.67
Fourth of July มีรักต้องประกาศ,doublebee,934934.0,https://www.webtoons.com/th/romance/fourth-of-july/list?title_no=559,โรแมนซ์,9.77,434800.0,97.0,จบแล้ว,จบแล้ว,9638.49
โลกสองใบ,Jongjin,108313.0,https://www.webtoons.com/th/romance/inmydream/list?title_no=1699,โรแมนซ์,9.6,64500.0,3.0,จบแล้ว,จบแล้ว,36104.33
แฟนเดย์..แฟนกันแค่วันเดียว,CARTOONTHAI STUDIO,36674.0,https://www.webtoons.com/th/romance/fan-day/list?title_no=741,โรแมนซ์,9.18,101100.0,4.0,จบแล้ว,จบแล้ว,9168.5
ทฤษฎีรัก บำบัดหัวใจ,Hatorik,1100000.0,https://www.webtoons.com/th/drama/love-theory/list?title_no=1234,ดราม่า,9.8,658900.0,5.0,จบแล้ว,จบแล้ว,220000.0
Honey Honey Wedding,โนซึงอา / บาร์ท,29596.0,https://www.webtoons.com/th/web-novel/honey-honey-wedding-novel/list?title_no=1533,นิยาย,8.51,88500.0,14.0,จบแล้ว,จบแล้ว,2114.0
Dear Diary สวัสดีความทรงจำ,KOMAI กอไหม,1600000.0,https://www.webtoons.com/th/heartwarming/dear-diary-hello-memories/list?title_no=503,อบอุ่นหัวใจ,9.81,783600.0,9.0,จบแล้ว,จบแล้ว,177777.78
รวมเรื่องสั้นจากประตูสู่ดาว 2018,Various Artists,172792.0,https://www.webtoons.com/th/drama/trainingcamp/list?title_no=1428,ดราม่า,9.85,113300.0,24.0,จบแล้ว,จบแล้ว,7199.67
รักนี้ไม่มีรีทัช,jellyfish / Dohin.e,963055.0,https://www.webtoons.com/th/drama/unretouchable-love/list?title_no=1544,ดราม่า,9.59,305100.0,11.0,จบแล้ว,จบแล้ว,87550.45
Goldfish Girl Wonder สาวปลาทองต้องเป็นของฉัน,NEOYUYU,260675.0,https://www.webtoons.com/th/romance/ggw/list?title_no=1816,โรแมนซ์,9.75,133300.0,4.0,จบแล้ว,จบแล้ว,65168.75
รวมเรื่องสั้นจากประตูสู่ดาว 2019,Various Artists,129160.0,https://www.webtoons.com/th/drama/trainingcamp/list?title_no=1696,ดราม่า,9.68,68300.0,30.0,จบแล้ว,จบแล้ว,4305.33
รักนะ เจ้านายของผม,ซังซู,290079.0,https://www.webtoons.com/th/romance/my-master/list?title_no=1293,โรแมนซ์,9.62,190000.0,84.0,จบแล้ว,จบแล้ว,3453.32
กับดักรัก ดักหัวใจ,ซุนกิ,599925.0,https://www.webtoons.com/th/romance/cheese-in-the-trap/list?title_no=314,โรแมนซ์,9.69,188400.0,300.0,จบแล้ว,จบแล้ว,1999.75
Eye of love,Jareenun,636175.0,https://www.webtoons.com/th/drama/eye-of-love/list?title_no=1424,ดราม่า,9.72,157900.0,8.0,จบแล้ว,จบแล้ว,79521.88
Petrichor ไอดินกับกลิ่นฝน,Butter Sweet,832943.0,https://www.webtoons.com/th/romance/petrichor/list?title_no=1472,โรแมนซ์,9.82,327800.0,7.0,จบแล้ว,จบแล้ว,118991.86
รักอลวนของคนใกล้ตัว,โอ มโย,174267.0,https://www.webtoons.com/th/romance/the-stories-of-those-around-me/list?title_no=474,โรแมนซ์,9.62,132100.0,60.0,จบแล้ว,จบแล้ว,2904.45
Promise in LOVE สัญญาต้องเป็นสัญญา,sec / Lostfeel,491695.0,https://www.webtoons.com/th/romance/promise-in-love/list?title_no=899,โรแมนซ์,9.59,263200.0,104.0,จบแล้ว,จบแล้ว,4727.84
Mind core ภาวะของหัวใจ,ภาวิดา ยิ่งประเสริฐ,103941.0,https://www.webtoons.com/th/drama/mind-core/list?title_no=1690,ดราม่า,9.64,65400.00000000001,5.0,จบแล้ว,จบแล้ว,20788.2
Love on Track,SsM SlitheringMe,87025.0,https://www.webtoons.com/th/romance/love-on-track/list?title_no=1041,โรแมนซ์,9.76,105200.0,20.0,จบแล้ว,จบแล้ว,4351.25
คังบยอน,พัคยุนยอง,363033.0,https://www.webtoons.com/th/romance/riverside/list?title_no=1178,โรแมนซ์,9.19,69400.0,199.0,จบแล้ว,จบแล้ว,1824.29
สาวน้อยร้อยช่าง,เจ๊จ๋าเจ๊,195746.0,https://www.webtoons.com/th/slice-of-life/the-diy-girl/list?title_no=737,ชีวิตประจำวัน,9.72,185800.0,40.0,จบแล้ว,จบแล้ว,4893.65
Friendship เพื่อนกันนานเวอร์,CHANATORNs,118614.0,https://www.webtoons.com/th/drama/friendship/list?title_no=562,ดราม่า,9.57,96500.0,30.0,จบแล้ว,จบแล้ว,3953.8
Love Exchange ความรักแลกเปลี่ยน,คุณนกฮูก,1500000.0,https://www.webtoons.com/th/romance/love-exchange/list?title_no=605,โรแมนซ์,9.68,698200.0,7.0,จบแล้ว,จบแล้ว,214285.71
ยูมิกับเซลล์สมองสุดอลเวง,ดงกอน ลี,984744.0,https://www.webtoons.com/th/slice-of-life/yumi-cell/list?title_no=587,ชีวิตประจำวัน,9.65,147400.0,10.0,จบแล้ว,จบแล้ว,98474.4
Untold Love Stories,@Lingjaidee,62296.0,https://www.webtoons.com/th/heartwarming/untold-love-stories/list?title_no=691,อบอุ่นหัวใจ,9.63,65900.0,13.0,จบแล้ว,จบแล้ว,4792.0
Pastel Love,applesoda,217087.0,https://www.webtoons.com/th/bl-gl/pastel-love/list?title_no=2092,วาย,9.89,158000.0,31.0,วันศุกร์,ยังไม่จบ,7002.81
My Deepest Secret ปมลับซ่อนลึก,ฮันซ่า,317075.0,https://www.webtoons.com/th/drama/my-deepest-secret/list?title_no=1734,ดราม่า,9.79,134200.0,69.0,วันพฤหัสบดี,ยังไม่จบ,4595.29
กับดักหัวใจของนายยิ้มหวาน,แอ็งโก้,245411.0,https://www.webtoons.com/th/romance/your-smile-is-a-trap/list?title_no=1978,โรแมนซ์,9.84,139800.0,39.0,วันศุกร์,ยังไม่จบ,6292.59
กรุ่นไอรักรสช็อกโกแลต,Ann,689697.0,https://www.webtoons.com/th/romance/choco-latte/list?title_no=1671,โรแมนซ์,9.84,290300.0,63.0,วันเสาร์,ยังไม่จบ,10947.57
ลิขิตรักข้ามมิติ,รัมกึล / RYU,543468.0,https://www.webtoons.com/th/fantasy/fate-arrow/list?title_no=1637,แฟนตาซี,9.85,286300.0,51.0,วันพุธ,ยังไม่จบ,10656.24
มเหสีหลงยุค ยินดีให้บริการค่ะ,Peralta / Eunyoung,549501.0,https://www.webtoons.com/th/romantic-fantasy/what-the-queen/list?title_no=1668,โรแมนซ์แฟนตาซี,9.81,347700.0,43.0,วันพฤหัสบดี,ยังไม่จบ,12779.09
Love Indeed รัก...ใช่รึเปล่า,crosswalk741,1300000.0,https://www.webtoons.com/th/heartwarming/love-indeed/list?title_no=978,อบอุ่นหัวใจ,9.77,556300.0,118.0,วันอาทิตย์,ยังไม่จบ,11016.95
อยู่ๆ ฉันก็กลายเป็นเจ้าหญิง,Plutus / Spoon,2700000.0,https://www.webtoons.com/th/romantic-fantasy/became-a-princess/list?title_no=1625,โรแมนซ์แฟนตาซี,9.88,951200.0,93.0,วันพุธ,ยังไม่จบ,29032.26
จักรพรรดิเย็นชา ย้อนเวลาหารัก,ฮวายอง / ยงกึ,41601.0,https://www.webtoons.com/th/romantic-fantasy/emperor-time/list?title_no=2650,โรแมนซ์แฟนตาซี,9.86,115300.0,5.0,วันจันทร์,ยังไม่จบ,8320.2
โปรดระวังด้ายแดง,คิวมิน / ชินจีซัง,21333.0,https://www.webtoons.com/th/romantic-fantasy/beware-the-red-thread/list?title_no=2755,โรแมนซ์แฟนตาซี,9.88,96400.0,3.0,วันศุกร์,ยังไม่จบ,7111.0
หนุ่มหล่อกับเจ้าหญิงอสูร,ยูอึน / LB,22546.0,https://www.webtoons.com/th/romantic-fantasy/hot-guy-and-a-beast/list?title_no=2808,โรแมนซ์แฟนตาซี,9.89,96700.0,3.0,วันอังคาร,ยังไม่จบ,7515.33
Angelic Lady,ซูซู / วาฟเฟิลพู,64433.0,https://www.webtoons.com/th/romantic-fantasy/angelic-lady/list?title_no=2648,โรแมนซ์แฟนตาซี,9.84,121000.0,7.0,วันเสาร์,ยังไม่จบ,9204.71
รักหมดใจ ยัยแม่มด,โซรึมอีดัง / คยอนี,89407.0,https://www.webtoons.com/th/romantic-fantasy/hansel-and-gretel/list?title_no=2552,โรแมนซ์แฟนตาซี,9.89,133600.0,10.0,วันอาทิตย์,ยังไม่จบ,8940.7
ชิงชีวิตพลิกลิขิตชะตา,ซัม,964371.0,https://www.webtoons.com/th/romantic-fantasy/i-wanna-be-u/list?title_no=1874,โรแมนซ์แฟนตาซี,9.87,363300.0,69.0,วันอาทิตย์,ยังไม่จบ,13976.39
เลือดของคุณจีเซล,Lee Yunji,59723.0,https://www.webtoons.com/th/romantic-fantasy/blood-of-giselle/list?title_no=2629,โรแมนซ์แฟนตาซี,9.59,137700.0,8.0,วันอาทิตย์,ยังไม่จบ,7465.38
พระรองคนนั้น ฉันขอเถอะนะ,Hwang DoTol / จองซอ,106171.0,https://www.webtoons.com/th/romantic-fantasy/sub-guy/list?title_no=2500,โรแมนซ์แฟนตาซี,9.74,127600.0,13.0,วันศุกร์,ยังไม่จบ,8167.0
เชลยรัก นางนกต่อ,Hayeon / Charles,20771.0,https://www.webtoons.com/th/romantic-fantasy/double-agent/list?title_no=2679,โรแมนซ์แฟนตาซี,9.62,54200.0,6.0,วันศุกร์,ยังไม่จบ,3461.83
จุมพิตรักพันธสัญญาแวมไพร์,Midnight Tea,34501.0,https://www.webtoons.com/th/romantic-fantasy/vampire-promise-kiss/list?title_no=2390,โรแมนซ์แฟนตาซี,9.28,55900.0,18.0,วันจันทร์,ยังไม่จบ,1916.72
พี่ชายสายบอดี้การ์ด,YC / รักฮยอน,273342.0,https://www.webtoons.com/th/action/high-school-soldier/list?title_no=2438,แอ็คชั่น,9.95,342000.0,17.0,วันศุกร์,ยังไม่จบ,16078.94
BAD GUY,ดุมส์,231159.0,https://www.webtoons.com/th/comedy/badguy/list?title_no=2342,ตลก,9.88,246300.0,26.0,วันพฤหัสบดี,ยังไม่จบ,8890.73
การศึกษาที่แท้จริง,ฮันการัม / แชยงแทก,138489.0,https://www.webtoons.com/th/action/the-real-lesson/list?title_no=2525,แอ็คชั่น,9.88,235100.0,12.0,วันอาทิตย์,ยังไม่จบ,11540.75
อ่านชะตาวันสิ้นโลก,Sleepy-C / UMI,493576.0,https://www.webtoons.com/th/fantasy/omniscient-reader/list?title_no=2106,แฟนตาซี,9.91,306400.0,46.0,วันเสาร์,ยังไม่จบ,10729.91
นักสู้ทูปเบอร์,คิมจองฮยอน / ปาร์คแทจุน,651687.0,https://www.webtoons.com/th/action/self-taught-fight/list?title_no=1861,แอ็คชั่น,9.88,312300.0,74.0,วันอาทิตย์,ยังไม่จบ,8806.58
ไดอารีแห่งความปรารถนา,คิมจูอิน / ปาร์คแทจุน,50852.0,https://www.webtoons.com/th/fantasy/diary-of-desire/list?title_no=2569,แฟนตาซี,9.74,123000.0,7.0,วันพฤหัสบดี,ยังไม่จบ,7264.57
SHOTGUN BOY,Kimcarnby / ฮงพิล,31393.0,https://www.webtoons.com/th/action/shotgun-boy/list?title_no=2680,แอ็คชั่น,9.88,90800.0,6.0,วันอังคาร,ยังไม่จบ,5232.17
อุนจิ เรื่องวุ่นของพระเอกหมาๆ,lonely cat,33738.0,https://www.webtoons.com/th/heartwarming/unchi/list?title_no=2681,อบอุ่นหัวใจ,9.84,80100.0,5.0,วันศุกร์,ยังไม่จบ,6747.6
WEAK HERO,เซอร์แพส / คิมจินซอก,1000000.0,https://www.webtoons.com/th/action/weak-hero/list?title_no=1532,แอ็คชั่น,9.87,395300.0,121.0,วันพุธ,ยังไม่จบ,8264.46
Study Group,ชินฮยองอุก / ยูซึงยอน,1300000.0,https://www.webtoons.com/th/action/studygroup/list?title_no=1595,แอ็คชั่น,9.87,587800.0,110.0,วันอาทิตย์,ยังไม่จบ,11818.18
ชีวิตเวรเอ๊ย,ปาร์คแทจุน / จอนซอนอุก,138020.0,https://www.webtoons.com/th/action/loser-life/list?title_no=2287,แอ็คชั่น,9.83,121700.0,30.0,วันอังคาร,ยังไม่จบ,4600.67
Nan Yak พันธะสัญญาดอกกล้วยไม้,จองฮยอนจู / พัคจินฮวาน,593907.0,https://www.webtoons.com/th/fantasy/nanyak/list?title_no=1908,แฟนตาซี,9.88,332100.0,66.0,วันอังคาร,ยังไม่จบ,8998.59
ช่วยเปลี่ยนฉันที,ลีจีโฮ / โฮตี,495254.0,https://www.webtoons.com/th/drama/newface/list?title_no=1867,ดราม่า,9.43,207200.0,71.0,วันจันทร์,ยังไม่จบ,6975.41
Golden Hour ชั่วโมงโกงความตาย,ฮันซันอีกา / ฮงบีชีรา,499707.0,https://www.webtoons.com/th/drama/golden-hour/list?title_no=1876,ดราม่า,9.92,303000.0,65.0,วันศุกร์,ยังไม่จบ,7687.8
รักฉันสิ นายฆาตกร,Rusena / Borocom,313594.0,https://www.webtoons.com/th/drama/girls-trial/list?title_no=2090,ดราม่า,9.45,177400.0,48.0,วันพุธ,ยังไม่จบ,6533.21
เด็กใหม่ห้องคิง,ซงแชยุน / ชินแจยอง,161753.0,https://www.webtoons.com/th/drama/good-competition/list?title_no=2380,ดราม่า,9.87,146800.0,24.0,วันอาทิตย์,ยังไม่จบ,6739.71
เบ้าหน้าฟ้าประทาน,จีเอ,128043.0,https://www.webtoons.com/th/drama/face-genius/list?title_no=2354,ดราม่า,9.73,139400.0,24.0,วันศุกร์,ยังไม่จบ,5335.12
บันทึกครัวค่ายทหาร,ลีจินซู / J Robin,139893.0,https://www.webtoons.com/th/drama/cp-the-legend/list?title_no=2216,ดราม่า,9.8,107500.0,34.0,วันเสาร์,ยังไม่จบ,4114.5
โรงยิมฮันริม,ฮเยซอง / ลีซอกแจ,89354.0,https://www.webtoons.com/th/action/hanlim/list?title_no=2152,แอ็คชั่น,9.68,77500.0,41.0,วันพุธ,ยังไม่จบ,2179.37
Hunter Game,Spookyz,246772.0,https://www.webtoons.com/th/thriller/hunter-game/list?title_no=2012,ระทึกขวัญ,9.83,149300.0,52.0,วันจันทร์,ยังไม่จบ,4745.62
Build Up,911,61728.0,https://www.webtoons.com/th/drama/buildup/list?title_no=2333,ดราม่า,9.72,68300.0,27.0,วันศุกร์,ยังไม่จบ,2286.22
เกิดอีกที ขอเป็นคนดีได้ไหม(วะ)?,SAYEOL / yerang,624260.0,https://www.webtoons.com/th/drama/second-life/list?title_no=1596,ดราม่า,9.81,305800.0,105.0,วันพฤหัสบดี,ยังไม่จบ,5945.33
ชมรมไถ่บาป,FAD*,57625.0,https://www.webtoons.com/th/fantasy/redemption-club/list?title_no=2472,แฟนตาซี,9.85,79300.0,15.0,วันศุกร์,ยังไม่จบ,3841.67
สาวจากแรนดอมแชต,พักอึนฮยอก,802658.0,https://www.webtoons.com/th/drama/the-girl-from-the-random-chat/list?title_no=1251,ดราม่า,9.79,213900.0,179.0,วันเสาร์,ยังไม่จบ,4484.12
SPERMAN3 : การตอบโต้ขององค์กรผู้ไร้ราคะ,ฮาอิลกวอน,70598.0,https://www.webtoons.com/th/comedy/ex-has-a-crush-on-me/list?title_no=2165,ตลก,9.55,43700.0,37.0,วันเสาร์,ยังไม่จบ,1908.05
Perfect Family,จูอึน / นยังปา,149283.0,https://www.webtoons.com/th/thriller/perfect-family/list?title_no=2238,ระทึกขวัญ,9.75,114600.0,32.0,วันอังคาร,ยังไม่จบ,4665.09
คุณแม่ย้อนวัย หัวใจดวงเดิม,ฮงซึงพโย / คุคุ,634501.0,https://www.webtoons.com/th/drama/mamamaaf/list?title_no=1747,ดราม่า,9.74,325000.0,87.0,วันอาทิตย์,ยังไม่จบ,7293.11
CASTLE,จองยอน,105038.0,https://www.webtoons.com/th/action/castle/list?title_no=2022,แอ็คชั่น,9.85,101600.0,52.0,วันจันทร์,ยังไม่จบ,2019.96
Break-up service บริษัทรับจ้างทำลายรัก,KOMAI กอไหม,295114.0,https://www.webtoons.com/th/drama/break-up-service/list?title_no=1928,ดราม่า,9.71,152700.0,52.0,วันอาทิตย์,ยังไม่จบ,5675.27
ฉันมันร้าย หรือเพราะโลกไม่น่ารัก,โอรี,152321.0,https://www.webtoons.com/th/drama/knifegrinding-girl/list?title_no=2166,ดราม่า,9.84,102300.0,38.0,วันเสาร์,ยังไม่จบ,4008.45
ซอมบี้ลูกพ่อ,ลียูนชาง,393701.0,https://www.webtoons.com/th/comedy/zombie-daughter/list?title_no=1761,ตลก,9.68,148100.0,84.0,วันพฤหัสบดี,ยังไม่จบ,4686.92
องครักษ์แห่งอัครสกุลจาง,โจฮยองกึน / คิมอินโฮ,29162.0,https://www.webtoons.com/th/fantasy/jang-family/list?title_no=2435,แฟนตาซี,9.64,41900.0,19.0,วันพฤหัสบดี,ยังไม่จบ,1534.84
กลโกงโลกพนัน,ฮันดงอู / ลีโดฮี,534590.0,https://www.webtoons.com/th/drama/money-and-the-power/list?title_no=1564,ดราม่า,9.82,279000.0,114.0,วันจันทร์,ยังไม่จบ,4689.39
เมนูป่วนก๊วนกระทะเหล็ก,ส้มฉุน,49412.0,https://www.webtoons.com/th/drama/iron-pan-fighting/list?title_no=2374,ดราม่า,8.08,43600.0,21.0,วันพฤหัสบดี,ยังไม่จบ,2352.95
The Sinners,DuchessAuburn,61894.0,https://www.webtoons.com/th/bl-gl/the-sinners/list?title_no=2385,วาย,9.87,47000.0,22.0,วันอังคาร,ยังไม่จบ,2813.36
ปลดล็อกที เครื่องนี้มี CEO,พัคซองฮยอน,91952.0,https://www.webtoons.com/th/comedy/swipe-to-unlock-ceo/list?title_no=2217,ตลก,9.8,80200.0,34.0,วันอาทิตย์,ยังไม่จบ,2704.47
รักนี้ต้องปฏิวัติ,232,1200000.0,https://www.webtoons.com/th/drama/love-revolution/list?title_no=800,ดราม่า,9.67,222200.0,347.0,วันอังคาร,ยังไม่จบ,3458.21
ตู้หยอดเหรียญมรณะ ,ยุนจองมิน,678556.0,https://www.webtoons.com/th/horror/vending-machine/list?title_no=1448,สยองขวัญ,9.67,247000.0,140.0,วันอังคาร,ยังไม่จบ,4846.83
GhostBikeDelivery บริการส่งผีไม่(เจอ)ดียินดีคืนเงิน,S.Srisomrux,25380.0,https://www.webtoons.com/th/drama/ghost-bike-delivery/list?title_no=2458,ดราม่า,9.44,33000.0,16.0,วันเสาร์,ยังไม่จบ,1586.25
ยัยตัวร้ายแห่งศตวรรษ,Neon.B & Pito,144043.0,https://www.webtoons.com/th/drama/shijienv/list?title_no=2042,ดราม่า,9.64,78300.0,51.0,วันศุกร์,ยังไม่จบ,2824.37
เหยื่อ,"เวนุนพักอี / Park, su bong",457102.0,https://www.webtoons.com/th/horror/er/list?title_no=1654,สยองขวัญ,9.82,180900.0,94.0,วันอาทิตย์,ยังไม่จบ,4862.79
100 ภารกิจเปลี่ยนชีวิตผมกับคุณครู,คงไคย,19536.0,https://www.webtoons.com/th/heartwarming/100-ways/list?title_no=2496,อบอุ่นหัวใจ,9.59,24400.0,14.0,วันอังคาร,ยังไม่จบ,1395.43
หอศิลป์ของฆาตกร,196.96655,38884.0,https://www.webtoons.com/th/thriller/murderers-art-gallery/list?title_no=2397,ระทึกขวัญ,9.8,37700.0,21.0,วันพุธ,ยังไม่จบ,1851.62
มังกรตัวร้ายกับนายติวเตอร์,eon,208508.0,https://www.webtoons.com/th/fantasy/dragon-tutor/list?title_no=1635,แฟนตาซี,9.7,116500.0,89.0,วันอาทิตย์,ยังไม่จบ,2342.79
Vigilante,CRG / คิมกยูซัม,303812.0,https://www.webtoons.com/th/action/vigilante/list?title_no=1488,แอ็คชั่น,9.75,176400.0,129.0,วันศุกร์,ยังไม่จบ,2355.13
หอพัก 95!,Didiwalker,1000000.0,https://www.webtoons.com/th/drama/kosan/list?title_no=902,ดราม่า,9.77,394100.0,203.0,วันอังคาร,ยังไม่จบ,4926.11
มนุษย์ทมิฬ,ลีชอนยอก,496238.0,https://www.webtoons.com/th/action/kawan-kelam/list?title_no=1655,แอ็คชั่น,9.88,200800.0,81.0,จบแล้ว,จบแล้ว,6126.4
เจตนาฆ่า,คิลยอน,22104.0,https://www.webtoons.com/th/thriller/intent-to-kill/list?title_no=2082,ระทึกขวัญ,8.9,21500.0,35.0,วันศุกร์,ยังไม่จบ,631.54
ครัวคิลเลอร์,ฮัน,65898.0,https://www.webtoons.com/th/action/killerfood/list?title_no=2129,แอ็คชั่น,9.7,70100.0,6.0,จบแล้ว,จบแล้ว,10983.0
Change,JINONE,4800000.0,https://www.webtoons.com/th/drama/change/list?title_no=1213,ดราม่า,9.77,1000000.0,276.0,จบแล้ว,จบแล้ว,17391.3
Mask Girl,เมมี / ฮีเซ,455003.0,https://www.webtoons.com/th/drama/mask-girl/list?title_no=1491,ดราม่า,9.07,115500.0,128.0,จบแล้ว,จบแล้ว,3554.71
