subject,author,like,link,genre,rating,subscribe,episode,upload,present,avg_like
รู้สักนิดก่อนคิดจะรัก,theterm,28597.0,https://www.webtoons.com/th/heartwarming/unicef-webtoon/list?title_no=1122,อบอุ่นหัวใจ,9.62,95600.0,3.0,จบแล้ว,จบแล้ว,9532.33
ละอองแสง,YYuY,41502.0,https://www.webtoons.com/th/action/staring-at-the-sun/list?title_no=2213,แอ็คชั่น,9.63,33700.0,27.0,จบแล้ว,จบแล้ว,1537.11
วีน เหวี่ยง WILD มัธยมสาวพันธุ์ดุ,ฮุน เจนา,2000000.0,https://www.webtoons.com/th/action/girls-of-the-wilds/list?title_no=313,แอ็คชั่น,9.76,441100.0,261.0,จบแล้ว,จบแล้ว,7662.84
โซยู,ฮัน,96116.0,https://www.webtoons.com/th/drama/soyou/list?title_no=2240,ดราม่า,9.82,47500.0,5.0,จบแล้ว,จบแล้ว,19223.2
เปลี่ยนยัยห้าวเป็นสาวแบ๊ว,P & Katin / Q,1500000.0,https://www.webtoons.com/th/comedy/the-sweet-phony/list?title_no=1425,ตลก,9.83,918200.0,8.0,จบแล้ว,จบแล้ว,187500.0
Exchange Girl วุ่นรักสลับวิญญาณ,Haohow,1100000.0,https://www.webtoons.com/th/drama/exchangegirls/list?title_no=1402,ดราม่า,9.82,505000.0,93.0,จบแล้ว,จบแล้ว,11827.96
I Will Die Soon,ลีวอนชิก / กุลชาน,364325.0,https://www.webtoons.com/th/drama/i-will-die-soon/list?title_no=1627,ดราม่า,9.8,163100.0,7.0,จบแล้ว,จบแล้ว,52046.43
SAVE ME,Big Hit Ent.  / LICO,234365.0,https://www.webtoons.com/th/drama/save-me/list?title_no=1510,ดราม่า,9.91,295700.0,1.0,จบแล้ว,จบแล้ว,234365.0
ปั่นสู้ฝัน,โจยงซอก,241903.0,https://www.webtoons.com/th/drama/wind-breaker/list?title_no=590,ดราม่า,9.76,129900.0,133.0,จบแล้ว,จบแล้ว,1818.82
REVERSE ,ยืนกินปากกาที่ท่าพระ,406252.0,https://www.webtoons.com/th/drama/reverse/list?title_no=1395,ดราม่า,9.82,421200.0,29.0,จบแล้ว,จบแล้ว,14008.69
โรงละครส่งวิญญาณ,LICO,256723.0,https://www.webtoons.com/th/drama/ghost-theater/list?title_no=1712,ดราม่า,9.79,130100.0,51.0,จบแล้ว,จบแล้ว,5033.78
ต้องลดให้ได้ 5 กิโล!,suosu / Hong-kki,937787.0,https://www.webtoons.com/th/drama/demi-5kg/list?title_no=1157,ดราม่า,9.42,453900.0,182.0,จบแล้ว,จบแล้ว,5152.68
Thonhom Story,Butter Sweet,1100000.0,https://www.webtoons.com/th/drama/thonhom-story/list?title_no=598,ดราม่า,9.83,327800.0,139.0,จบแล้ว,จบแล้ว,7913.67
เรื่องเล่าจากวิญญาณ 2,QTT,926393.0,https://www.webtoons.com/th/thriller/ghost-teller/list?title_no=944,ระทึกขวัญ,9.81,553700.0,92.0,จบแล้ว,จบแล้ว,10069.49
Bastard,Kimcarnby / Youngchan Hwang,619723.0,https://www.webtoons.com/th/thriller/bastard/list?title_no=637,ระทึกขวัญ,9.83,381200.0,6.0,จบแล้ว,จบแล้ว,103287.17
Until The End,Reki-Neko Ft.MegaLateo,509051.0,https://www.webtoons.com/th/drama/until-the-end/list?title_no=1469,ดราม่า,9.63,268500.0,5.0,จบแล้ว,จบแล้ว,101810.2
Dream Come True,Waraporn Sirilai,697027.0,https://www.webtoons.com/th/drama/dream-come-true/list?title_no=936,ดราม่า,9.82,342900.0,71.0,จบแล้ว,จบแล้ว,9817.28
ตำนานทางรถไฟหลังโรงเรียน,คงไคย,74012.0,https://www.webtoons.com/th/thriller/the-legend-of-the-railway-behind-the-school/list?title_no=509,ระทึกขวัญ,9.69,79700.0,11.0,จบแล้ว,จบแล้ว,6728.36
มรดกของพ่อ,Various Artists,128047.0,https://www.webtoons.com/th/heartwarming/the-late-kings-heritages/list?title_no=1201,อบอุ่นหัวใจ,9.83,136400.0,9.0,จบแล้ว,จบแล้ว,14227.44
บันทึกฆาตกรรมของชมรมทำสวน,52chu,196832.0,https://www.webtoons.com/th/drama/nongtian/list?title_no=1749,ดราม่า,9.85,85700.0,55.0,จบแล้ว,จบแล้ว,3578.76
คุณแม่วัยใส,theterm,3500000.0,https://www.webtoons.com/th/heartwarming/teenage-mom/list?title_no=567,อบอุ่นหัวใจ,9.63,2400000.0,9.0,จบแล้ว,จบแล้ว,388888.89
โอม รักเอยจงมา,ฮาอิลกวอน,88544.0,https://www.webtoons.com/th/drama/annarasumanara/list?title_no=311,ดราม่า,9.68,52600.0,6.0,จบแล้ว,จบแล้ว,14757.33
DEY ช่องสยองขวัญ,DEY,91354.0,https://www.webtoons.com/th/thriller/dey-horror-channel/list?title_no=1131,ระทึกขวัญ,9.77,136800.0,15.0,จบแล้ว,จบแล้ว,6090.27
NEVERLAND,Domino-noble,281078.0,https://www.webtoons.com/th/fantasy/neverland/list?title_no=929,แฟนตาซี,9.75,171900.0,69.0,จบแล้ว,จบแล้ว,4073.59
เช็คพอยท์,ซงกา / อึนโซ,186664.0,https://www.webtoons.com/th/drama/check-point/list?title_no=743,ดราม่า,9.56,210800.0,32.0,จบแล้ว,จบแล้ว,5833.25
PADO,คิมจองฮยอน,253179.0,https://www.webtoons.com/th/drama/pado/list?title_no=1292,ดราม่า,9.75,116900.0,72.0,จบแล้ว,จบแล้ว,3516.38
DAVID,d-mon,38894.0,https://www.webtoons.com/th/drama/david/list?title_no=2151,ดราม่า,9.79,25400.0,5.0,จบแล้ว,จบแล้ว,7778.8
ใหญ่กลางเล็ก,ฮัน,149288.0,https://www.webtoons.com/th/action/triplets/list?title_no=1095,แอ็คชั่น,9.66,101800.0,7.0,จบแล้ว,จบแล้ว,21326.86
1 Wish หนึ่งคำอธิษฐาน,Waraporn Sirilai,237087.0,https://www.webtoons.com/th/heartwarming/1-wish-1-pray/list?title_no=513,อบอุ่นหัวใจ,9.81,112000.0,35.0,จบแล้ว,จบแล้ว,6773.91
666Apt. อพาร์ตเมนต์คุณผี,JRRH,1400000.0,https://www.webtoons.com/th/horror/666apt/list?title_no=677,สยองขวัญ,9.71,373200.0,235.0,จบแล้ว,จบแล้ว,5957.45
รางวัลที่หนึ่ง,ฮงซึงพโย,318234.0,https://www.webtoons.com/th/drama/lottery/list?title_no=662,ดราม่า,9.44,222100.0,74.0,จบแล้ว,จบแล้ว,4300.46
NANO LIST ,มินซงอา,1300000.0,https://www.webtoons.com/th/fantasy/nano-list/list?title_no=661,แฟนตาซี,9.82,590200.0,12.0,จบแล้ว,จบแล้ว,108333.33
หุบเขามรณะ,moconut,344413.0,https://www.webtoons.com/th/thriller/misiryeong/list?title_no=1132,ระทึกขวัญ,9.73,168700.0,98.0,จบแล้ว,จบแล้ว,3514.42
Her? ปริศนา(ญ)สาวมรณะ,Pierre93,66864.0,https://www.webtoons.com/th/thriller/her-that-girl/list?title_no=1950,ระทึกขวัญ,9.38,52900.0,4.0,จบแล้ว,จบแล้ว,16716.0
สาปศาลปรัมปรา,JRRH,512436.0,https://www.webtoons.com/th/horror/cursed-shrine/list?title_no=1487,สยองขวัญ,9.68,94000.0,168.0,จบแล้ว,จบแล้ว,3050.21
เรื่องสยองสองบรรทัดครึ่ง,Narusha Dithabenjakul,666264.0,https://www.webtoons.com/th/horror/two-and-a-half-creepy-tales/list?title_no=533,สยองขวัญ,9.23,352300.0,324.0,จบแล้ว,จบแล้ว,2056.37
เทพยุทธ์ ขูดขี้ไคล,ฮาอิลกวอน,72002.0,https://www.webtoons.com/th/comedy/god-of-bath/list?title_no=315,ตลก,9.55,57900.0,30.0,จบแล้ว,จบแล้ว,2400.07
ฮาเร็ม ซะเมื่อไหร่กันเล่า!,ศุภชัย จิรคุปต์,84518.0,https://www.webtoons.com/th/comedy/a-boy-in-girls-school/list?title_no=383,ตลก,9.43,66000.0,27.0,จบแล้ว,จบแล้ว,3130.3
สนทนากับความตาย,ซินี / ฮยอนโน,42181.0,https://www.webtoons.com/th/drama/about-death/list?title_no=410,ดราม่า,9.62,19900.0,28.0,จบแล้ว,จบแล้ว,1506.46
Sinsin's House บ้านนี้ผี(ไม่)หลอน,JRRH,281276.0,https://www.webtoons.com/th/thriller/sinsin-house/list?title_no=521,ระทึกขวัญ,9.68,112800.0,61.0,จบแล้ว,จบแล้ว,4611.08
ก๊วนหนุ่มฮามิติที่ 10,คัทบุ,132929.0,https://www.webtoons.com/th/comedy/10th-dimension-boys/list?title_no=309,ตลก,8.91,32500.0,119.0,จบแล้ว,จบแล้ว,1117.05
ดงอสรพิษ,คิมอียอน,169430.0,https://www.webtoons.com/th/thriller/snake/list?title_no=1130,ระทึกขวัญ,9.47,132100.0,60.0,จบแล้ว,จบแล้ว,2823.83
ร่องรอยจากมือ,ลูกตา,150345.0,https://www.webtoons.com/th/drama/traces-of-hands/list?title_no=1103,ดราม่า,9.34,60300.0,58.0,จบแล้ว,จบแล้ว,2592.16
ซุปเปอร์คุณพ่อ,พิลวอน จอง,49724.0,https://www.webtoons.com/th/drama/family-man/list?title_no=333,ดราม่า,9.66,32800.0,42.0,จบแล้ว,จบแล้ว,1183.9
สาวน้อยมนตราซ่าได้อีก,Seri / บีวาน,182618.0,https://www.webtoons.com/th/fantasy/magical-12th-graders/list?title_no=540,แฟนตาซี,9.37,104200.0,142.0,จบแล้ว,จบแล้ว,1286.04
ผมถูกรักแรกไล่ฆ่า,Nicname,56390.0,https://www.webtoons.com/th/action/my-first-crush/list?title_no=2293,แอ็คชั่น,9.54,60000.0,24.0,วันอาทิตย์,ยังไม่จบ,2349.58
เด็กห้องนี้ มีแปลก,ยอง ปากา,769360.0,https://www.webtoons.com/th/comedy/new-normal-class-8/list?title_no=316,ตลก,9.63,229200.0,329.0,วันเสาร์,ยังไม่จบ,2338.48
ราสป์เบอร์รี่ในมายา,Domino-noble,64273.0,https://www.webtoons.com/th/fantasy/raspberry-in-maya/list?title_no=1924,แฟนตาซี,9.65,65800.0,19.0,วันพฤหัสบดี,ยังไม่จบ,3382.79
คุณพ่อ ม.ปลาย,คิมแจฮัน,87560.0,https://www.webtoons.com/th/action/daddy-goes-to-school/list?title_no=2570,แอ็คชั่น,9.89,216600.0,8.0,วันเสาร์,ยังไม่จบ,10945.0
LOOKISM,ปาร์คแทจุน,7200000.0,https://www.webtoons.com/th/action/lookism/list?title_no=576,แอ็คชั่น,9.77,2000000.0,338.0,วันศุกร์,ยังไม่จบ,21301.78
ผู้เล่นขั้นเทพแห่งหอคอยฝึกสอน,บังกุซอก คิมซี / โอมากัม,172946.0,https://www.webtoons.com/th/fantasy/tutorial-tower/list?title_no=2394,แฟนตาซี,9.82,244400.0,19.0,วันพุธ,ยังไม่จบ,9102.42
นาโนมาชิน,กึมกังบุลกเว / ฮยอนจอลมู,226006.0,https://www.webtoons.com/th/action/nano-mashin/list?title_no=2171,แอ็คชั่น,9.92,202500.0,35.0,วันอังคาร,ยังไม่จบ,6457.31
The Boxer,จองจีฮุน,533383.0,https://www.webtoons.com/th/action/the-boxer/list?title_no=1926,แอ็คชั่น,9.83,344200.0,69.0,วันพฤหัสบดี,ยังไม่จบ,7730.19
ยอดคนเลเวลทะลุ,ซองบุลเยจอง / MINo,63065.0,https://www.webtoons.com/th/fantasy/beyonod-max-level/list?title_no=2547,แฟนตาซี,9.7,154800.0,11.0,วันพฤหัสบดี,ยังไม่จบ,5733.18
Player,พัคจงซอก / โอฮยอนจุน,23711.0,https://www.webtoons.com/th/fantasy/player/list?title_no=2649,แฟนตาซี,9.57,86800.0,6.0,วันจันทร์,ยังไม่จบ,3951.83
White Blood,อิมลีนา,678940.0,https://www.webtoons.com/th/action/white-blood/list?title_no=1948,แอ็คชั่น,9.9,365600.0,61.0,วันจันทร์,ยังไม่จบ,11130.16
ตั๋วโกงชีวิต,รยู,107363.0,https://www.webtoons.com/th/fantasy/ticket-hero/list?title_no=2433,แฟนตาซี,9.84,158500.0,20.0,วันพุธ,ยังไม่จบ,5368.15
Jungle Juice,JUDER / ฮยองอึน,38653.0,https://www.webtoons.com/th/fantasy/jungle-juice/list?title_no=2630,แฟนตาซี,9.94,97100.0,8.0,วันจันทร์,ยังไม่จบ,4831.62
อาร์ติแฟกต์ถล่มดันเจี้ยน,Zerowater / UMKY,55760.0,https://www.webtoons.com/th/action/artifact/list?title_no=2499,แอ็คชั่น,9.76,123300.0,14.0,วันจันทร์,ยังไม่จบ,3982.86
Return To Player,เซฮน / Index,100787.0,https://www.webtoons.com/th/fantasy/return-to-player/list?title_no=2356,แฟนตาซี,9.79,134300.0,23.0,วันพฤหัสบดี,ยังไม่จบ,4382.04
เทพเกรียน โรงเรียนมัธยม,ปาร์คยองเจ,2700000.0,https://www.webtoons.com/th/action/the-god-of-high-school/list?title_no=317,แอ็คชั่น,9.72,681400.0,509.0,วันพฤหัสบดี,ยังไม่จบ,5304.52
Psycho Revenge,กีซง / เนมกา,60646.0,https://www.webtoons.com/th/action/psycho-revenge/list?title_no=2498,แอ็คชั่น,9.9,93400.0,15.0,วันพฤหัสบดี,ยังไม่จบ,4043.07
ทัณฑ์นรก โรรุว์,Kanor,1700000.0,https://www.webtoons.com/th/fantasy/hell-warden-roruv/list?title_no=746,แฟนตาซี,9.83,528700.0,216.0,วันศุกร์,ยังไม่จบ,7870.37
โรงเรียนเหนือมนุษย์,uru-chan,196688.0,https://www.webtoons.com/th/action/unordinary/list?title_no=1858,แอ็คชั่น,9.32,116000.0,75.0,วันอังคาร,ยังไม่จบ,2622.51
Dahla ดาหลา,BEllBOINGSAKURA,4688.0,https://www.webtoons.com/th/horror/dahla/list?title_no=2754,สยองขวัญ,9.66,16400.0,4.0,วันอาทิตย์,ยังไม่จบ,1172.0
BANGKOK LOFI,RAN / DJNY,24263.0,https://www.webtoons.com/th/action/bangkok-lofi/list?title_no=2473,แอ็คชั่น,9.5,66500.0,12.0,วันอังคาร,ยังไม่จบ,2021.92
HOWL,Misterz Hollowerz,660197.0,https://www.webtoons.com/th/fantasy/howl/list?title_no=1403,แฟนตาซี,9.71,278400.0,142.0,วันศุกร์,ยังไม่จบ,4649.27
GOD PINK,ลีซังชิน / กุกจุงรก,21110.0,https://www.webtoons.com/th/action/god-pink/list?title_no=2551,แอ็คชั่น,9.52,34300.0,10.0,วันเสาร์,ยังไม่จบ,2111.0
เจ้าหนุ่มพลังถอด,ยุนโซฮัม,23636.0,https://www.webtoons.com/th/comedy/disarming-boy/list?title_no=2355,ตลก,8.63,33400.0,23.0,วันเสาร์,ยังไม่จบ,1027.65
X'MAS RUN,Japonism,40199.0,https://www.webtoons.com/th/action/xmas-run/list?title_no=2398,แอ็คชั่น,9.71,58000.0,23.0,วันศุกร์,ยังไม่จบ,1747.78
ขบวนการทาสเหมียวเรนเจอร์,ahnjoo,72439.0,https://www.webtoons.com/th/comedy/cat-rangers/list?title_no=2055,ตลก,9.76,54000.0,52.0,วันอังคาร,ยังไม่จบ,1393.06
DEAD LIFE,เฟรชช่า / อิมจินกุก,716748.0,https://www.webtoons.com/th/thriller/deadlife/list?title_no=1565,ระทึกขวัญ,9.78,343300.0,104.0,จบแล้ว,จบแล้ว,6891.81
Sweet Home,Kimcarnby / Youngchan Hwang,1300000.0,https://www.webtoons.com/th/thriller/sweet-home/list?title_no=1257,ระทึกขวัญ,9.84,566500.0,6.0,จบแล้ว,จบแล้ว,216666.67
ลำนำแห่งโชคชะตา,ฮันนี่ บี,805827.0,https://www.webtoons.com/th/fantasy/flow/list?title_no=498,แฟนตาซี,9.81,411900.0,104.0,จบแล้ว,จบแล้ว,7748.34
REAWAKEN MAN,แชยงแทก / คิมแจฮัน,818932.0,https://www.webtoons.com/th/action/reawaken-man/list?title_no=1097,แอ็คชั่น,9.84,320600.0,5.0,จบแล้ว,จบแล้ว,163786.4
หัวโจก,ชองจงแทก,1000000.0,https://www.webtoons.com/th/action/the-boss/list?title_no=745,แอ็คชั่น,9.82,438800.0,134.0,จบแล้ว,จบแล้ว,7462.69
SPERMAN,ฮาอิลกวอน,340069.0,https://www.webtoons.com/th/comedy/sperman/list?title_no=1492,ตลก,9.55,301900.0,3.0,จบแล้ว,จบแล้ว,113356.33
ผู้ก่อการร้าย,Han Dong-woo / KOJINO,937392.0,https://www.webtoons.com/th/action/terror-man/list?title_no=898,แอ็คชั่น,9.82,319100.0,210.0,จบแล้ว,จบแล้ว,4463.77
ฉันนี่แหละสุดยอดซอมบี้,NEOYUYU,784244.0,https://www.webtoons.com/th/action/how-to-be-the-best-of-the-dead/list?title_no=373,แอ็คชั่น,9.8,292100.0,169.0,จบแล้ว,จบแล้ว,4640.5
เลซซา มือปราบอสูร,โปโก,165455.0,https://www.webtoons.com/th/fantasy/lessa/list?title_no=328,แฟนตาซี,9.72,141600.0,58.0,จบแล้ว,จบแล้ว,2852.67
World of Elemental ผจญภัยโลกเวทมนตร์,คุณนกฮูก,67517.0,https://www.webtoons.com/th/fantasy/world-of-elemental/list?title_no=1795,แฟนตาซี,9.1,57000.0,3.0,จบแล้ว,จบแล้ว,22505.67
ไซด์คิกส์ ฮีโร่ตัวรอง,ไอรอน ชิน,174251.0,https://www.webtoons.com/th/action/sidekicks/list?title_no=323,แอ็คชั่น,9.59,91900.0,131.0,จบแล้ว,จบแล้ว,1330.16
Chivalry,ฮวันแจงอี,142226.0,https://www.webtoons.com/th/action/chivalry/list?title_no=1104,แอ็คชั่น,9.63,78200.0,86.0,จบแล้ว,จบแล้ว,1653.79
THE DESTROYER เกิด/ฆ่า/อมตะ,ศิริศักดิ์ เชาวน์ศิริ,27001.0,https://www.webtoons.com/th/action/the-destroyer/list?title_no=477,แอ็คชั่น,9.02,27500.0,41.0,จบแล้ว,จบแล้ว,658.56
เซียนเกม นอกจอ,ซังยอง ซอง / ซังอา,1100000.0,https://www.webtoons.com/th/fantasy/the-gamer/list?title_no=319,แฟนตาซี,9.72,381100.0,349.0,วันเสาร์,ยังไม่จบ,3151.86
สุภาพบุรุษบุษบา,จูฮยอนฮู,260207.0,https://www.webtoons.com/th/comedy/too-strong-to-be-a-florist/list?title_no=2041,ตลก,9.86,147500.0,53.0,วันพุธ,ยังไม่จบ,4909.57
ขอโทษครับ ผมไม่ใช่คนแถวนี้,Moname / เด็กชายตาขีด,91452.0,https://www.webtoons.com/th/comedy/sorry-im-not-from-around-here/list?title_no=2317,ตลก,9.76,75700.0,30.0,วันพฤหัสบดี,ยังไม่จบ,3048.4
DICE ลูกเต๋าเปลี่ยน ชีวิต,ฮยอนซอก ยุน,1100000.0,https://www.webtoons.com/th/fantasy/dice/list?title_no=335,แฟนตาซี,9.62,464200.0,337.0,วันศุกร์,ยังไม่จบ,3264.09
โนเบลส Spin-off,เจโฮ ซน / กวางซู ลี,100364.0,https://www.webtoons.com/th/fantasy/noblesse-spin-off/list?title_no=607,แฟนตาซี,9.88,161700.0,10.0,จบแล้ว,จบแล้ว,10036.4
โนเบลส,เจโฮ ซน / กวางซู ลี,3900000.0,https://www.webtoons.com/th/fantasy/noblesse/list?title_no=324,แฟนตาซี,9.81,594600.0,544.0,จบแล้ว,จบแล้ว,7169.12
ชีวิตนักเรียนฉัน ขอคืนเถอะนะ,LICO,1700000.0,https://www.webtoons.com/th/fantasy/return-my-school-life/list?title_no=1355,แฟนตาซี,9.82,507000.0,136.0,จบแล้ว,จบแล้ว,12500.0
กุกูกาก้า,ฮเยนิ,1500000.0,https://www.webtoons.com/th/comedy/gugugaga/list?title_no=896,ตลก,9.78,550100.0,140.0,จบแล้ว,จบแล้ว,10714.29
รังมฤตยู,คิมกยูซัม,471448.0,https://www.webtoons.com/th/thriller/hive/list?title_no=332,ระทึกขวัญ,9.65,197700.0,243.0,จบแล้ว,จบแล้ว,1940.12
ครัวแม่ดาชา,อรรถชัย ดาดี,195263.0,https://www.webtoons.com/th/comedy/dachas-kitchen/list?title_no=308,ตลก,9.44,120500.0,66.0,จบแล้ว,จบแล้ว,2958.53
ครัวแม่ดาชา ซีเคร็ทเซอร์วิส,อรรถชัย ดาดี,226536.0,https://www.webtoons.com/th/fantasy/dachas-kitchen-secret-service/list?title_no=592,แฟนตาซี,9.49,94400.0,129.0,จบแล้ว,จบแล้ว,1756.09
สตาร์วอร์ส,ฮงจักกะ,56641.0,https://www.webtoons.com/th/fantasy/starwars/list?title_no=574,แฟนตาซี,9.58,74800.0,40.0,จบแล้ว,จบแล้ว,1416.03
ผจญป่วน ก๊วนจอมเวท,ซีเร คิม,160092.0,https://www.webtoons.com/th/fantasy/magician/list?title_no=327,แฟนตาซี,9.45,64000.0,180.0,จบแล้ว,จบแล้ว,889.4
อัศวินทะลุมิติ,ซังมิน คิม,23451.0,https://www.webtoons.com/th/fantasy/knight-run/list?title_no=329,แฟนตาซี,8.87,45600.0,77.0,จบแล้ว,จบแล้ว,304.56
ทาวเวอร์ออฟก๊อด หอคอยเทพเจ้า,ชีอู,2000000.0,https://www.webtoons.com/th/fantasy/tower-of-god/list?title_no=318,แฟนตาซี,9.82,427900.0,485.0,วันพฤหัสบดี,ยังไม่จบ,4123.71
Melody of Us,Q,31889.0,https://www.webtoons.com/th/heartwarming/melody-of-us/list?title_no=2652,อบอุ่นหัวใจ,9.8,71400.0,7.0,วันพฤหัสบดี,ยังไม่จบ,4555.57
น้องส้มสมหวัง,theterm,38403.0,https://www.webtoons.com/th/comedy/orange-girl/list?title_no=2567,ตลก,9.38,46500.0,9.0,วันเสาร์,ยังไม่จบ,4267.0
กลั้นน้ำตา,Pixel Ghost,2700000.0,https://www.webtoons.com/th/slice-of-life/try-not-to-cry/list?title_no=930,ชีวิตประจำวัน,9.62,385800.0,660.0,"จันทร์, อังคาร, อาทิตย์",ยังไม่จบ,4090.91
สยาม..ตามท้องเรื่อง,CHAI YEARN,3100000.0,https://www.webtoons.com/th/slice-of-life/the-stories-of-siamese/list?title_no=1012,ชีวิตประจำวัน,9.75,359700.0,640.0,"ศุกร์, เสาร์, อาทิตย์",ยังไม่จบ,4843.75
Land of Joy,Khunkhom,767762.0,https://www.webtoons.com/th/slice-of-life/land-of-joy/list?title_no=1013,ชีวิตประจำวัน,8.84,115900.0,422.0,"อังคาร, พุธ",ยังไม่จบ,1819.34
ทำเนียบหนุ่มหล่อ,Mas Okis / S.M.S,1500000.0,https://www.webtoons.com/th/comedy/terlalu-tampan/list?title_no=977,ตลก,9.74,671000.0,101.0,จบแล้ว,จบแล้ว,14851.49
SPERMAN 2,ฮาอิลกวอน,109785.0,https://www.webtoons.com/th/comedy/sperman2/list?title_no=1977,ตลก,9.66,72500.0,1.0,จบแล้ว,จบแล้ว,109785.0
นายหัวยุ่งกับเต้าหู้ แมวจอมป่วน,เกาลัด / ริ ง โ ง ะ,1100000.0,https://www.webtoons.com/th/comedy/the-salaryman-and-tofu-the-funny-cat/list?title_no=378,ตลก,9.74,600100.0,145.0,จบแล้ว,จบแล้ว,7586.21
สารพัดจิตหลุด สุดหัวใจ,โช ซก,1000000.0,https://www.webtoons.com/th/slice-of-life/the-sound-of-your-heart/list?title_no=312,ชีวิตประจำวัน,9.71,211500.0,525.0,จบแล้ว,จบแล้ว,1904.76
กรุ๊ปเลือด บอกนิสัย,ปาร์คดงซอน,588390.0,https://www.webtoons.com/th/comedy/a-simple-thinking-about-blood-type/list?title_no=568,ตลก,9.61,398400.0,149.0,จบแล้ว,จบแล้ว,3948.93
น้องมะพร้าว จอมเปิ่น,เกาลัด,1700000.0,https://www.webtoons.com/th/heartwarming/coco-sweet/list?title_no=338,อบอุ่นหัวใจ,9.68,483600.0,209.0,จบแล้ว,จบแล้ว,8133.97
คาปู้น้อยจอมเขมือบ,ยารา,2100000.0,https://www.webtoons.com/th/comedy/maomaochongkapo/list?title_no=525,ตลก,9.75,354800.0,518.0,จบแล้ว,จบแล้ว,4054.05
วันสงบสุขของลิ้นกับฟัน,GIMS,395739.0,https://www.webtoons.com/th/comedy/brother/list?title_no=976,ตลก,9.77,168000.0,50.0,จบแล้ว,จบแล้ว,7914.78
บันทึกมึนๆ ของ Fastbeam,ฟัสบีม,1700000.0,https://www.webtoons.com/th/slice-of-life/the-dumb-diary-of-fastbeam/list?title_no=337,ชีวิตประจำวัน,9.72,369300.0,350.0,จบแล้ว,จบแล้ว,4857.14
POM มั้ยล่ะเนี่ย?,Kanomsaimai,329111.0,https://www.webtoons.com/th/comedy/you-are-pom-arent-you/list?title_no=512,ตลก,9.78,126300.0,61.0,จบแล้ว,จบแล้ว,5395.26
เคล็ดไม่ลับสวยใสสไตล์เกาหลี,doenda,144189.0,https://www.webtoons.com/th/comedy/k-beauty-story/list?title_no=647,ตลก,9.46,245500.0,45.0,จบแล้ว,จบแล้ว,3204.2
วาดเล่นๆ ดันเป็นเรื่อง ,Duncan,69025.0,https://www.webtoons.com/th/comedy/duncan/list?title_no=808,ตลก,8.48,67500.0,16.0,จบแล้ว,จบแล้ว,4314.06
เกรียนเทพอย่างผมไม่มีแล้วนะค้าบ,เกาลัด / โยฮัน,332457.0,https://www.webtoons.com/th/comedy/crazy-life/list?title_no=577,ตลก,9.47,159800.0,96.0,จบแล้ว,จบแล้ว,3463.09
Pop-Up ตึ๊กตั๊ก!! รักทักมา,Chellin,349838.0,https://www.webtoons.com/th/heartwarming/pop-up/list?title_no=620,อบอุ่นหัวใจ,9.68,174300.0,56.0,จบแล้ว,จบแล้ว,6247.11
กูรูควอกก้า,Quokka,59536.0,https://www.webtoons.com/th/comedy/quokka/list?title_no=1169,ตลก,9.48,52600.0,33.0,จบแล้ว,จบแล้ว,1804.12
Capo เหมียวหง่าวหลุดโลก,CAPO,648556.0,https://www.webtoons.com/th/comedy/capo-the-crazy-cat/list?title_no=534,ตลก,9.71,143400.0,226.0,จบแล้ว,จบแล้ว,2869.72
Shewsheep กินทั้งวัน ฝันยังเคี้ยว,Poptoday,142076.0,https://www.webtoons.com/th/comedy/shewsheep-the-eat-all-day-sheep/list?title_no=517,ตลก,9.64,82600.0,54.0,จบแล้ว,จบแล้ว,2631.04
ติดลม ห้อยเวหา : เรื่องฟายๆ,Zylostudio,114506.0,https://www.webtoons.com/th/comedy/tidlom-the-sky-hanger/list?title_no=339,ตลก,9.2,63700.0,52.0,จบแล้ว,จบแล้ว,2202.04
ธรรมดาไดอารี่,วอนี,50732.0,https://www.webtoons.com/th/comedy/midnight-rhapsody/list?title_no=326,ตลก,9.0,30200.0,38.0,จบแล้ว,จบแล้ว,1335.05
Couple on the way ,เจ๊จ๋าเจ๊,43191.0,https://www.webtoons.com/th/slice-of-life/couple-on-the-way/list?title_no=1163,ชีวิตประจำวัน,9.65,53300.0,44.0,จบแล้ว,จบแล้ว,981.61
ชีวิตนี้ รสหวานขม,ดงกอน ลี,73228.0,https://www.webtoons.com/th/slice-of-life/a-bittersweet-life/list?title_no=310,ชีวิตประจำวัน,9.1,44900.0,118.0,จบแล้ว,จบแล้ว,620.58
Killstagram,Ryoung,883482.0,https://www.webtoons.com/th/thriller/killstagram/list?title_no=1611,ระทึกขวัญ,9.71,399000.0,89.0,วันพุธ,ยังไม่จบ,9926.76
Siamese Creepy Story,เบี้ยว,26037.0,https://www.webtoons.com/th/thriller/siamese-creepy-story/list?title_no=2474,ระทึกขวัญ,9.34,28400.0,16.0,วันพฤหัสบดี,ยังไม่จบ,1627.31
2019 เรื่องสยอง ชวนลองเขย่าขวัญ,Various Artists,103463.0,https://www.webtoons.com/th/horror/2019ghostinternet/list?title_no=1724,สยองขวัญ,9.83,87300.0,19.0,จบแล้ว,จบแล้ว,5445.42
เรื่องเล่า สุดประหลาด,ซองแด โอ,1400000.0,https://www.webtoons.com/th/horror/tales-of-the-unusual/list?title_no=321,สยองขวัญ,9.56,507900.0,280.0,จบแล้ว,จบแล้ว,5000.0
